Date	cusip	sedol	compustat_id	ROE	CFROIC	LTDE	CapAcqRatio	ShareChg	CashCycle	NetProfitMargin	WCAccruals	BP	PM12M1M	PM1M	LogMktCap	AnnVol12M	AnnVol1M	HL1M	LogTTMSales	FCFP	EBITDAEV	EP	AstAdjChg1YFCF	AstAdjChg1YOCF	Chg1YAstTo	Chg1YEPS	PM9M	Beta60M	SusGrwRate	90DCV	DivP	SEV	AccrualRatioCF	PM5D	NIStab	LTGC	EstDiffC	SUEC	EPSNumRevFY1C	PM-style	HG-style	CE-style	Val-style	EQ-style	Sz-style	Vol-style	AE-style
2014-03-11		6258223	24345601W	3	2	4	3	4	3	3	4	2	5	1	4	4	3	1	5	4	2	2	2	2	4	3	5	3	3	2	1	3	3	3	4	4	5	4	5	3	3	4	2	3	5	3	5
2014-03-11		6094825	23602601W	3	2	5	3	4	1	4	1	3	4	2	4	5	5	1	5	5	2	3	2	4	3	3	4	5	5	4	5	3	4	3	5					2	4	4	4	3	5	5	
2014-03-11		6104144	23893601W	3	3	3	3	4	3	1	4	4	3	3	5	4	3	3	5	3	4	3	4	3	3	2	4	1		4		5		5			5	2	5	5	3	4	4	2	5	3	5
2014-03-11		6732017	27011601W	5	2	1	2	5	1	1	1	4	5	1	1	1	1	1		2		5	4	4	5	5	5	5		1		5		1						2	5	3	5	1	1	2	
2014-03-11		6704726	27013201W	3	2	2	3	2	4	3	3	4	3	5	2	2	1	5	3	3	3	3	2	4	3	3	1	5	4	3	2	2		5			5		5	5	4	2	3	4	3	3	5
2014-03-11		6536929	25598001W	3	4	2	5	4	2	3	4	3	5	2	3	4	3	2	3	4	2	3	1	2	1	4	5	2	4	3	5	2	5	1	4		3	4	2	3	2	4	4	4	3	3	3
2014-03-11		6303866	24190401W	1	1		1	3	1	1	4	5	3	3	5	5	5	3	5	2	3	3	2	1	2	2	3	3	3	4	2	5	1	3	4	3	4	5	5	4	1	1	3	1	5	5	4
2014-03-11		B24HHK9	28611901W	5	3		2	2	4	5	3	1	5	1	2	1	1	4	3	1	5	5	3	4	2	5	4	1		1		5	1	5				5		5	4	3	4	3	2	1	5
2014-03-11		B0648G7	27385101W	1	2		5	2	1	5	1	5	5	1	1	2	2		1	5	5	5	4	5	5		5			2		2		3						4	5	2	5	1	1	1	
2014-03-11		B28SYT6	28715201W	1	1	1	1	1	3	1	2	5	3	5	5	5	5	5	3	3	3	3	5	5	4	2	2	3	2	4	3	5	5	5	1	4	1	5	1	5	4	1	5	2	4	5	3
2014-03-11		6175139	24827901W	5	1	2	5	4	2	5	1	5	1	1	1	1	1	3	1	4	5	5	5	5	1		4	3		2		4	5	3	4					2	5	4	5	4	1	1	
2014-03-11		B249H72	28725501W	1	5		4	2	5	5	2	5	4	2	1	1	1	4	1	3	5	5	1	1	1		3	1		3		5	1	5	5					5	1	2	5	5	1	1	
2014-03-11		B29JDV3	28738701W	3	1		2	2	2	3	1	3	2	5	2	2	1	5	3	1	2	3	2	2	4	2	2	4		1	1	1	1	4	1					4	3	1	1	1	2	2	
2014-03-11		6440116	10163501W	1	2	5	1	3	1	1	3	3	2	5	5	5	4	5	4	1	2	1	3	2	1	1	2	4	3	5	1	4	1	5			3		2	5	1	2	1	1	5	5	2
2014-03-11		6369880	20256401W	3	1	3	2	3	2	4	2	3	1	5	1	1	1	5	3	1	1	3	3	3	1	2	1			1		1	1	5						4	1	2	1	1	2	1	
2014-03-11		6287915	20314101W	1	4	3	5	2	5	1	4	1	2	5	5	5	4	5	4	4	3	1	4	4	1	1	2	1	1	5	4	5	4	4	1					4	2	3	2	2	4	4	
2014-03-11		6811864	20808601W	3	4	1	5	1	5	1	3	2	3	3	4	5	5	4	2	4		3	3	3	3	3	3	4	5	5	2	5	5	4	2					4	5	3	4	5	3	5	
2014-03-11		B168CV9	27810001W	3	4	5	4	1	5	3	4	3	3	5	4	4	3	4	4	4	4	3	4	4	2	2	4	2	4	4	4	4	2	2	1		3		2	4	3	4	4	3	5	3	2
2014-03-11		6179830	24580502W	5	1	3	2	2	2	4	3	1	5	2	5	3	2	5	5	1	1	4	1	1	2	4	4	3	4	3	1	1		1	4					4	2	2	1	4	5	3	
2014-03-11		6174307	24608201W	3	2	3	2	2	3	2	4	2	4	1	4	4	5	1	4	1	1	1	2	2	1	5	4	1	3	3	5	3		4						3	3	2	2	3	4	3	
2014-03-11		6243586	24289401W	2	2	2	1	4	2	2	2	5	2	2	5	5	4	2	5	2	3	3	2	2	2	2	3	4	4	5	3	4	2	4	2	3	5	4	5	2	2	2	4	1	5	5	5
2014-03-11		6243597	24289601W	1	2	1	2	4	1	1	2	5	2	4	5	5	4	4	5	2	4	3	4	4	3	2	3	5	4	5	2	4	3	4	3	4	3	5	2	4	4	1	4	1	5	5	4
2014-03-11		6703961	20856301W	3	3		4	2	2	2	4	2	3	2	1	4	5	2	1	3	1	2	2	2	2	1	4	5	5	5	1	2	3	3	2					2	2	2	1	2	1	5	
2014-03-11		B088VB3	21216102W	2	2	1	2	4	3	3	3	2	1	5	3	3	2	3	4	1	1	1	2	2	2	5	1	3	5	2	4	1	3	5	4					3	4	2	1	4	4	2	
2014-03-11		B6SZHB8	27173501W	5	4	3	4	5	1	5	3	1	5	1	3	1	2	2	3	5	5	5	4	3	4	5	5	5		1		2		1						3	5	5	5	3	3	1	
2014-03-11		6490597	20290801W	1	3		1	2	2	1	3	3	3	5	2	5	4	4	3	2	1	1	2	2	1	1	2	4	1	4	5	1		2						4	1	1	1	2	2	5	
2014-03-11		6342494	20681901W	5	2		2	5	5	5	1	2	4	2	1	1	3	4	1	1	5	5	1	1	2		4	2		1		4		1						3	1	3	4	5	1	1	
2014-03-11		6688091	25976001W	3	4	5	5	1	5	1	5	2	2	3	4	4	2	4	2	4	4	2	3	3	2	4	2	3	3	5	4	5	3	5						3	4	4	3	5	3	4	
2014-03-11		B1W7DT5	28446001W	5	4		4	4	2	5	2	1	5	4	1	2	2		1	5	4	5	5	5	5	5	5	3		1		5	2	3	3			1		5	5	5	5	3	1	1	1
2014-03-11		B1WHG18	28452201W	3	2	5		5	1	1	2	1	3	4	4	5	4	4	4	1	2	1	3	3	2	3	2	4	4	5	1	4	2	5	4					4	3	5	1	1	4	5	
2014-03-11		B1CRLB3	27933001W	2	3	5	1	2	4	2	2	4	1	3	5	4	5		5	2	2	2	1	1	4	3	1	2		4		3		3	2		3	4	1	1	1	1	1	1	5	4	2
2014-03-11		B1CRLF7	27936301W	5	1		1	1	3	5	1	4	5	1	1	2	1	3	2	1	5	5	1	1	4	4	5	5		1		1	1	3	4					4	2	1	3	2	2	2	
2014-03-11		6346184	20682201W	1	4	5	4	4	1	1	3	3	1	2	4	4	5	2	4	5	4	1	4	3	5	2	2	4	2	4	2	4	5	2	1					1	3	4	4	2	4	4	
2014-03-11		6630025	27010901W	1	1	5	3	4	1	3	2	5	2	4	4	4	4	5	5	4	2	3	2	2	4	2	2	2	2	5	5	2	5	5	2			5		4	2	3	4	2	5	4	5
2014-03-11		B8HPJ17	27011701W	5	5		5	5	4	5	5	4	1	5	3	2	1	2	3	4	4	5	5	5	5	5	1	5		1		3		1						1	5	5	5	5	3	2	
2014-03-11		6740452	27013301W	5	3	1	2	5	5	4	1	1	2	1	1	1	1	3	2	1	5	5	1	1	1		5	1		3		2		1						1	1	3	3	4	1	1	
2014-03-11		6383181	23387902W	1	5		5	2	2	2	1	5	5	5	2	1	1	5	1	3	5	3	4	4	1		3	3		2		4	1	5	4					5	3	3	5	1	1	1	
2014-03-11		6610339	25650001W	3	2	3	2	4	2	3	1	4	4	4	3	4	3	3	3	1	3	4	1	2	5	1	3	2	4	5	5	3	2	4	5					5	3	3	4	2	3	4	
2014-03-11		6520256	25192801W	5	4	4	4	5	4	5	2	5	4	2	2	2	1	3	2	4	5	5	4	3	4		5	5		2		3	1	3	5					4	4	5	5	4	2	2	
2014-03-11		6650711	20519501W	1	5	5	4	4	1	2	5	3	2	3	3	5	5	4	3	5	3	1	5	4	1	3	3		1	5	5	3	5	2	1					3	3	5	3	3	3	5	
2014-03-11		B0HF2W3	27390001W	4	1	1	2	1	3	4	3	1	2	2	2	4	2	1	2	1	1	4	2	3	2		4	3		4		2	1	4	1					2	2	1	1	1	2	3	
2014-03-11		6928377	21183001W	1	1		1	4	1	1	3	5	2	4	4	5	5	5	3	2	3	3	2	3	3	2	1	5	2	3	3	4	2	4	1					4	2	1	4	1	4	5	
2014-03-11		6624404	20689601W	4	2		1	2	3	4	1	1	3	1	1	2	2	2	3	1	5	5	1	2	3		2	2		2		5		1						1	1	1	4	3	2	2	
2014-03-11		6896946	20914501W	4	3	3	3	1	2	4	1	5	3	2	2	3	3	2	1	3	5	4	4	4	4		4	1		4		5		2						2	5	3	5	2	1	3	
2014-03-11		6838669	20694101W	1	2	1	3	3	4	2	4	5	3	3	5	3	3	1	5	3	3	3	4	4	3	2	4	4	2	3	3	4	4	2	1	2	5	2	5	2	2	2	5	3	5	3	4
2014-03-11		6722245	26408001W	4	2		3	2	3	4	2	2	4	5	2	2	1	5	3	2	3	4	5	5	4	5	4	3	5	1	2	1	3	5	4					5	5	3	1	4	3	2	
2014-03-11		6739461	27009401W	3	3	1	2	2	4	3	3	2	3	1	2	5	4	1	1	2	1	3	2	2	4	4	3	4	4	5	1	1		1						1	3	2	1	4	1	5	
2014-03-11		6652386	27013801W	5	5	1	4	4	4	5	3	5	1	2	2	1	2	2	1	4	5	5	5	5	5		1	3		2		4		4						1	5	5	5	5	1	2	
2014-03-11		B0R3TR1	27457501W	5	1	1	1	4	1	5	1	1	5	1	1	1	1	3	1	1	1	5	1	1	5	5	5	2	5	1	4	5		5						4	4	2	3	1	1	1	
2014-03-11		6578987	25495801W	1	1	1	3	2	5	1	5	5	4	4	2	2	2	4	1	3	4	3	2	1	1		4	1		2		4		3						5	1	1	4	4	1	1	
2014-03-11		6603737	25583901W	2	1	4	3	4	1	2	1	4	2	4	5	5	5	4	5	2	2	3	3	3	2	2	2	4	3	5	3	3	3	4	1	4	4	3	4	3	2	3	3	1	5	5	4
2014-03-11		B243Z36	28598501W	5	5	1	4	5	4	5	1	5	1	5	2	1	1	3	1	4	5	4	4	4	1		1	4		1		5	3	4						2	3	5	5	4	1	1	
2014-03-11		6599825	25622001W	1	1	1	1	4	2	1	4	5	1	4	5	4	4	3	4	2	4	3	1	1	5	2	1	4	4	5	2	5	5	4	1	2	3	1	2	2	2	1	4	2	5	5	1
2014-03-11		6592664	25623501W	3	2		3	2	2	3	1	2	1	4	3	2	4	4	3	3	1		3	2	1		1	2	4	5	1	2	1	2						2	3	2	1	1	3	3	
2014-03-11		B1XBPZ6	27525801W	3	2	4	1	5	4	2	5	1	3	1	5	4	3	1	5	1	2	1	2	2	5	3	2	2	3	3	3	4	5	3	4		3	3	2	1	3	3	1	5	5	3	3
2014-03-11		B29NDW6	28763001W	4	5	1	5	2	4	4	1	1	2	5	1	1	1		2	5	3	3	5	5	2	1	4	3		1		2	4	3	2					4	3	4	3	3	1	1	
2014-03-11		B0LNJJ9	27543701W	5	2		2	2	1	5	1	2	2	2	1	1	1	4	1	1	5	5	4	5	1		2	3		2		2	1	1	5					1	4	3	2	3	1	1	
2014-03-11		6371755	24688301W	3	3	1	1	2	3	4	4	2	3	5	3	3	2	5	4	2	1	2	4	5	3	2	2	2	4	3	1	1	3	5	2					5	3	1	1	3	4	3	
2014-03-11		B03F0J0	27124601W	1	3		1	2	5	1	5	5	1	4	2	2	4		1	2	4	1	1	1	4	1	2			4	1	3	5	3	1					2	1	1	2	4	1	4	
2014-03-11		B03WF63	27153701W	4	4	3	3	5	1	4	4	3	2	2	3	2	4	2	1	2	3	4	4	5	1	5	4	2	4	4	4	4	4	2	5					1	4	5	3	4	2	3	
2014-03-11		6290634	22014801W	1	4	5	5	5	2	2	4	1	2	3	5	3	4	3	5	3	2	1	3	3	1	1	3	4		3		3	3	3	1					2	1	5	1	2	5	4	
2014-03-11		6658287	21238403W	1	1		5	4			1	5	5	3	1	1	5			5	5	5	5	5			5			1				4						5	5	2	5	1	1	2	
2014-03-11		6653408	20689901W	5	5	2	5	3	5	5	1	4	1	1	2	2	1	1	1	5	5	5	5	5	5	5	2	1		1		4		1						1	5	5	5	5	1	1	
2014-03-11		6637877	20418901W	2	3		3	2	3	2	4	3	1	1	1	2	2	5	1	3	3	1	4	4	3	1	2		1	3	5	3	4	5	3					3	2	2	2	3	1	2	
2014-03-11		B631Q03	20693301W	1	2	4		2	1	1	2	4	1	5	4	3	2	3	2	2	3	1	3	3	5	1	1		3	2	5	5	5	5		1	3		2	3	3	1	4	1	4	2	1
2014-03-11		6068518	22105101W	3	5	1	4	1	3	3	5	2	1	4	3	4	3	4	4	5	1	2	5	5	3	1	1	2	4	1	1	1	4	3	2					2	4	3	2	4	3	2	
2014-03-11		6144991	23775701W	3	2		2	1	3	3	4	2	2	5	2	2	4	4	3	1	1	2	3	4	2	2	2	5		3	2	1	2	4	4					4	2	1	1	3	3	4	
2014-03-11		6043214	21488201W	1	1	4	2	4	3	2	3	5	3	3	5	5	5	3	5	2	3	3	3	3	3	2	3	5	1	4	4	3	2	4	1	4	4	4	4	4	2	2	4	1	5	5	5
2014-03-11		6577263	27011401W	5	4	1	4	4	2	5	1	3	5	2	1	1	2	4	1	3	5	5	3	3	1	4	5	3		1		3		4						5	3	4	5	2	1	1	
2014-03-11		6739513	24094501W	5	5		5	2	3	5	1	1	5	1	1	1	1	1	3	5	5	5	1	1	1	5	5	3		1		1	1	1	5					2	1	5	4	2	2	1	
2014-03-11		6859596	23203601W	1	3	2	1	5	4	1	4	4	2	4	4	5	5	4	2	2	4	1	5	4	5	1	2	4	1	5	1	5	4	4						3	3	2	2	4	3	5	
2014-03-11		6110624	23207801W	4	2	4	1	1	4	4	4	2	4	2	3	4	3	3	4	1	2	4	3	4	3	5	4	1	5	3	5	2	1	2	5					3	5	2	3	4	4	3	
2014-03-11		6904270	20928801W	5	1	3	3	4	1	5	2	4	2	2	4	2	2	2	3	3	2	4	1	1	3	5	2	3		2		4	2	5	2					2	3	2	3	1	4	2	
2014-03-11		6038823	23777901W	3	4			1	2	1	3	2	3	4	4	5	5	4	1	2		3	2	2	5	3	2	3	5	5	1	4	3	4	4					3	4	2	1	3	2	5	
2014-03-11		6195104	21190801W	2	3		2	2	4	1	4	3	1	3	2	2	1	4	1	3	3	1	2	2	4	2	1	5	1	3	2	3	5	5						3	2	2	2	4	2	3	
2014-03-11		B45P977	25298601W	1	5	5	5	1	5	2	5	3	1	2	3	2	3	2	4	5	2	1	2	2	1	1	1			4		3	5	1						1	1	3	1	5	4	3	
2014-03-11		B00FJV8	27010801W	5	5	3	5	5	4	5	3	5	4	3	1	2	2	4	1	4	3	5	1	1	1		3	3		2		5		5						5	1	5	5	5	1	2	
2014-03-11		6671693	27013601W	3	5		1	4	5	1	5	2	5	3	1	3	5		1	5		2	5	5	1	2	5		5	4	1	3		3						5	4	4	1	5	1	5	
2014-03-11		B8FZDB7	25389801W	4	5		5	5	2	4	5	5	4	4	2	1	2	4	1	4	4	4	3	2	3		3	1		2		3	5	3						4	2	5	5	5	2	1	
2014-03-11		6609478	25694101W	1	1	4	1	4	1	2	2	5	2	3	5	5	5	3	5	2	3	3	1	2	1	3	2	5	4	5	2	4	2	4	5		5	5	5	2	2	1	4	1	5	5	5
2014-03-11		B1DL5V2	28200401W	1	5	2	5	3	2	4	5	3	4	5	5	4	1	5	5	5	4	1	5	5	4	4	2	4		2		1	5	2						5	5	4	1	5	5	3	
2014-03-11		6603339	25623301W	4	4	1	5	2	3	2	2	4	1	1	3	1	1	1	1	5	2	4	5	5		3	5	2	3	1	1	4	1	2						1	5	4	3	1	1	1	
2014-03-11		B03R063	27385501W	3	1	2	3	4	3	3	4	1	3	4	2	2	3	2	3	4	1	1	4	2	4	3	2	3	3	5	2	2		3						2	3	2	1	3	3	3	
2014-03-11		6164472	22903701W	4	3	3	3	2	2	3	3	2	3	5	5	4	3	4	5	3	3	3	3	3	3	4	2	4	4	3	4	3	4	3	4	4	4	4	3	4	4	4	3	3	5	4	5
2014-03-11		B041Y95	28560701W	4	5	2	4	5	4	4	5	4	2	1	2	4	3		2	5	4	4	3	1	5		4	4		3		3		3						2	3	5	5	5	2	4	
2014-03-11		6133944	24831301W	2	2	1	1	2	3	3	4	4	1	3	3	2	3	2	4	2	2	3	4	4	3	1	2	1	4	4	3	1	3	4	2					2	3	1	2	3	4	3	
2014-03-11		6338211	24832601W	5	2	5	3	5	1	4	1	5	2	2	2	1	3	2	3	4	5	5	1	1	4	4	2			1		2	1	3	3					1	2	5	5	1	2	1	
2014-03-11		6724207	25977901W	4	2	1	3	1	3	4	4	2	4	4	4	4	3	3	5	2	1	4	1	1	2	4	5	1	5	3	5	1	2	5	5		3	5	2	5	2	1	3	5	5	2	4
2014-03-11		6679813	25979801W	4	5	1	5	5	4	4	5	5	3	4	5	4	4	2	3	3	4	4	4	4	5	4	2	1		4		4	4	3	2					3	5	5	5	5	4	3	
2014-03-11		6908324	20694701W	4	5		4	5	2	4	5	4	5	5	2	1	1	5	1	4	4	4	4	2	4	4	5	5		3		3	5	5	5					5	4	5	5	5	1	2	
2014-03-11		6042772	23210001W	2	4	3	5	2	5	1	5	5	1	5	4	4	3	4	2	3	4	4	2	3	4	3	1	2	2	1	5	5	4	5	2					3	2	4	5	4	3	2	
2014-03-11		B1GGM68	28147201W	2	3	5	3	4	5	3	5	2	3	4	4	4	4	4	5	5	3	1	1	1	3	1	4	1	2	5	4	3	2	4	4	5	3	2	2	4	1	3	2	4	5	4	3
2014-03-11		6314307	24205601W	5	3	1	4	1	2	5	1	2	4	1	2	4	2	3	2	5	5	5	5	3	5	4	4	3	5	2	2	2	5	2	4					3	5	3	5	3	2	3	
2014-03-11		B0WD589	27556401W	5	1	3	1	5	2	5	1	3	5	1	1	2	1	1	2	1	5	5	1	1	4		5	4		1		1		1						2	1	3	3	2	1	2	
2014-03-11		B39Q2P8	28906001W	4	4		4	2	4	4	5	1	4	3	2	3	3	2	3	4	5	4	1	3	1	5	3	3		4		5	3	1	4					2	1	4	5	5	3	3	
2014-03-11		B03VZ60	27392001W	3	5	2	5	5	5	2	5	1	4	2	1	1	1	1	2	5	2	1	5	5	5	2	5	2	4	3	4	3	5	3	3					3	5	5	2	5	1	1	
2014-03-11		B6Z9ML8	24772201W	2	5		2	1	4	1	3	1	5	1	1	1	4	5	1	5	5	1	5	4	4		4	5	1	1	1	1		3						4	4	1	2	2	1	3	
2014-03-11		BFTWFF1	28724601W	3	3	5		1	1	1	3	2	2	2	4	4	5	1	2	1		2	3	3	3	1	3	4	5	5	1	5	3	4	1					2	3	2	1	1	3	5	
2014-03-11		B05LP68	27190801W	1	4	2	3	4	2	3	5	3	2	3	3	3	4	2	4	3	1	1	5	5	2	1	2	4	2	2	1	1	3	3	1					2	3	3	1	2	3	4	
2014-03-11		6654564	22729901W	5	4	1	4	4	4	4	5	4	1	1	2	1	1	2	2	4	5	4	3	3	4	5	1	5		2		3		1						1	4	4	4	5	2	2	
2014-03-11		B06YXP1	27276201W	4	5	1	5	2	5	4	5	3	3	5	1	1	1	5	2	4	4	4	5	5	2	4	1	2	1	1	4	2	3	5	3					5	4	5	4	5	1	1	
2014-03-11		B07LZ33	27282101W	5	5	1	5	4	3	4	4	2	5	5	3	2	2	4	5	5	5	4	5	5	5	4	5	1	1	1	4	1	1	5	3		3	4	2	5	5	5	4	3	4	1	3
2014-03-11		6520698	25299401W	4	4	2	4	5	2	4	3	3	3	1	1	3	3	2	1	5	3	4	5	4	5	4	4	5	5	4	2	2	4	3	5					2	5	5	3	4	1	4	
2014-03-11		6536918	25305901W	5	3	4	4	5	2	5	1	5	3	1	1	1	1	1	1	4	5	5	5	5	5	5	2			2		2		1						1	5	5	5	2	1	1	
2014-03-11		B01CK59	27012801W	4	4	4	4	2	5	3	5	3	4	3	5	4	4	1	4	5	4	4	2	3	3	3	3	2		3	5	4	4	2		1	3	3	1	2	2	5	5	5	4	4	1
2014-03-11		B03XRP9	28169501W	1	5		1	5	1	5	1	5	5	3	1	1	1	3	1	5	5	5	4	5	5	5	5	2		1		4		3				5		5	5	3	5	1	1	1	5
2014-03-11		B0PQDS1	27516301W	1	3		2	2	4	1	5	1	2	1	1	3	5	4	1	2	1	1	5	5	4	1	2		1	4	1	2	4	2	1					1	4	1	1	3	1	4	
2014-03-11		6585415	25622501W	4	4	5	4	1	3	5	4	3	3	2	2	2	4	2	1	5	4	4	5	4	5	4	4	3	2	1	4	4	5	1						2	5	5	5	5	2	3	
2014-03-11		B29Y4W6	28764401W	5	3	4	1	4	2	5	2	1	3	3	4	3	4	4	3	1	3	5	3	3	4	5	3	1	5	4	4	4	1	4	5					4	5	4	3	3	3	3	
2014-03-11		B1QNF48	25139901W	3	3	4	3	1	2	3	3	3	5	5	5	4	3	5	5	4	3	3	4	4	4	4	3	1	3	3	5	4	4	5	4	1	1	4	1	5	5	3	5	4	5	3	1
2014-03-11		6434915	21057604W	3	3	3	2	3	5	1	3	2	4	5	5	5	5	5	5	2	4	2	2	2	1	3	3	3	4	4	3	5		4		5	1	1	2	5	2	3	3	2	5	5	2
2014-03-11		B3B99B0	28915201W	4	4		2	3	3	3	4	1	5	3	1	1	1	3	1	2	4	4	3	3	1	5	5	5		2		5	2	3	5					5	2	4	3	4	1	2	
2014-03-11		6635547	20516701W	2	2	2	1	2	3	3	4	3	2	4	3	4	5	4	4	1	1		4	4	2		3	4	4	5	1	2	1	3	3					3	4	1	1	2	4	5	
2014-03-11		6695206	20534701W	2	2	2	3	1	3	3	3	3	4	2	4	4	3	1	5	3	1	2	3	2	3	3	4	4	3	3	2	1	4	3	3					3	2	1	1	4	4	4	
2014-03-11		B0NLT68	27441201W	5	1	1	5	5	1	5	1	5	5	4	1	2	2	3	2	5	5	5	4	5	1		5	3		3		1	1	1	4					5	4	4	5	1	2	2	
2014-03-11		B1LJQQ0	22722301W	1	1	4	2	2	5	1	2	4	1	5	4	5	3	5	4	1	2	1	2	1	1	1	1	1	1	4	4	4	5	5	1					4	1	1	1	2	4	3	
2014-03-11		6366795	21017701W	3	2	3	2	4	2	1	3	4	3	2	5	5	4	2	5	2	3	3	3	4	3	2	3	3	3	4	5	4	4	4		2	5	3	5	2	2	3	4	2	5	4	4
2014-03-11		B2Q5GL5	28850301W	1	5	4	5	1	5	1	5	5	1	3	5	5	4	1	4	4	3	1	4	4	1	1	1	3	1	4	3	4	5	3	1					1	2	3	3	4	5	4	
2014-03-11		B032D81	27385401W	5	4		4	2	5	5	3	1	2	5	1	1	3	5	1	3	5	5	4	4	1		1	1		2		1	1	5	5					5	4	5	3	5	1	1	
2014-03-11		6338374	24765301W	5	2		2	1	2	4	2	1	2	5	3	2	2	3	5	1	5	5	3	3	3	5	1	3		2		1	2	1						2	3	2	2	2	4	2	
2014-03-11		6701385	24800201W	5	4	4	4	2	2	4	4	1	3	2	2	1	2	4	4	5	5	5	2	2	5	4	2	5	5	1	1	1	4	5	5					3	5	4	3	5	3	2	
2014-03-11		B1YC536	28533901W	5	4	1	4	2	4	5	4	3	4	3	2	2	1	4	2	4	4	5	1	2	1		4	4		2		2	2	5	5					5	1	3	3	5	2	2	
2014-03-11		B03NG30	28559001W	1	4	4	4	4	1	1	3	4	1	4	4	3	3	1	3	5	2	1	5	5	4	1	1	1	1	2	5	4	5	1						1	4	3	2	1	3	2	
2014-03-11		B8K3Q51	28559101W	5	5		5	5	5	5	1	4	5	1	1	1	1	3	1	4	5	5	1	1	1		4			1		5		2						3	1	5	5	5	1	1	
2014-03-11		B06K6F0	27276501W	1	1		4	4	4	1	4	5	1	4	5	4	3	4	3	3	4	3	5	4	2	2	1	3	1	2	4	5	5	5	1	1	5	5	5	3	3	2	5	3	4	3	4
2014-03-11		B07LTF3	27278401W	4	3	5	3	2	5	4	4	3	1	4	4	1	1	2	3	3	3	4	1	2	5	5	1	2		1		5		1						1	3	4	4	5	3	1	
2014-03-11		B4V71G0	29291701W	4	3		2	2	4	4	2	1	5	2	1	2	1	5	2	1	5	5	2	3	5	5	5			2		5	2	5						5	4	3	3	3	1	1	
2014-03-11		B4Y2076	29344401W	3	2	5	3	5	2	2	4	2	4	2	2	2	3	3	2	5	2	2	4	2	1	2	5		3	3	2	4	4	4						4	2	4	2	3	2	3	
2014-03-11		B59XLQ7	29431201W	2	1	2	1	1	3	2	4	3	2	4	3	4	3	2	3	1	1	1	1	1	4	3	3		2	4	3	2		4						3	2	1	1	2	3	4	
2014-03-11		B5LG2Z0	29491201W	4	4	4	1	3	1	5	2	1	1	3	4	3	4	2	2	3	4	5	3	4	4	5	2			2		5	2	3			5	5	5	2	5	4	4	1	4	3	5
2014-03-11		B61ZCY3	29647601W	3	2	4		4	1	1	3	3	4	2	5	5	5	2	3	2	3	2	3	3	2	3	4		4	5	1	5	3	2			3	1	5	3	3	4	2	1	4	5	3
2014-03-11		6669814	20690801W	1	1	4	2	4	2	3	2	4	2	4	4	5	5	5	5	2	2	2	2	2	2	2	2	3	3	4	2	3	5	5	3	2	4	3	4	4	2	2	2	2	5	5	4
2014-03-11		6450687	20925501W	3	3	5	1	4	5	2	2	1	4	5	4	5	3	5	4	1	4	1	4	4	5	4	3	1	3	3	4	4	4	5						5	5	3	2	4	4	3	
2014-03-11		6927374	20940101W	3	3		4	4	4	3	3	4	4	4	5	5	5	4	5	3	3	3	3	3	3	3	2	3	5	5	1	3	3	2	4	3	4	4	4	4	4	3	3	3	5	5	4
2014-03-11		BCBHW74	25297101W	4	5		5	5	4	4	1	2	3	2	2	3	2	1	2	5	5	4	5	5	1	4	3	4		4		2		3						2	5	5	5	3	2	3	
2014-03-11		6437345	25298501W	4	4	1	5	2	4	4	4	1	3	1	1	1	3		2	4	1	3	3	3	3		3	3		1		1	3	1	5					1	2	3	1	5	1	2	
2014-03-11		B04BMX5	27337701W	4	5	5	4	1	4	3	5	1	5	3	1	3	5		5	5	2	4	5	5	3		5	5		5		3	5	3	5					5	5	5	4	5	3	5	
2014-03-11		B1G16W7	28149401W	5	4			2			3	2	4	1	1	1	1	1		4	4	5	5	5		5	5	1		1	1		1	1						1	5	5	3	1	1	1	
2014-03-11		B1H6C23	28155601W	5	5	1	5	5	1	5	1	5	5	2	1	1	5		1	5	5	5	5	5	4		5	5		3		3		3						4	5	5	5	2	1	4	
2014-03-11		B2927P4	28756801W	1	2	4	3	2	3	1	3	5	2	5	5	4	3	5	5	3	3	2	4	3	5	3	1	2	1	3	4	5	4	5	1	3	3	5	3	5	3	2	4	2	5	3	4
2014-03-11		B2N7DV3	28794701W	5	5	1	4	1	2	4	5	4	5	3	1	2	1		4	5	5	4	3	5	1	4	4	4	4	2	3	1		3						4	3	4	4	4	2	2	
2014-03-11		B10SSK6	27589401W	5	5	5	4	5	4	5	3	5	1	4	2	1	2	5	1	4	5	5	5	5	5		1	5		5		5	3	4	5					3	5	5	5	5	1	3	
2014-03-11		B2NTNK8	28838901W	3	2	4	2	2	2	4	3	5	2	2	4	3	5	2	4	2	2	4	2	3	2	4	3	1		3		2	2	2	2					1	3	3	3	2	4	3	
2014-03-11		B2PL3H9	28839101W	2	3	2	3	2	4	3	3	3	1	4	3	2	3	3	4	3	1	2	2	2	2	5	1	4	4	2	5	2	3	3	3					1	3	2	2	3	3	2	
2014-03-11		B10GQN9	25192501W	4	5		5	2	2	4	5	4	2	3	2	1	5	1	3	4	4	4	5	5	5		3	5		1		1	4	3	4					1	5	5	4	4	2	3	
2014-03-11		B2R9BW2	28902501W	4	1		1	2	4	3	1	2	2	3	2	3	4	2	2	1	1	3	1	1	4	2	3	4		4	2	1	1	3	2					2	2	1	1	1	2	4	
