111,GTI2009,.,558,UMS HOLDINGS LIMITED,31-Dec-07,46,-5,41
84,GTI2013,.,560,AZTECH GROUP LTD,31-Dec-12,54,-2,52
156,GTI2012,.,560,AZTECH GROUP LTD,31-Dec-10,48,-8,40
66,GTI2011,.,560,AZTECH GROUP LTD.,31-Dec-09,54,-8,46
33,GTI2010,.,560,AZTECH GROUP LTD.,31-Dec-08,55,-3,52
111,GTI2009,.,560,AZTECH SYSTEMS LTD,31-Dec-07,47,-6,41
480,GTI2013,.,561,TECKWAH INDUSTRIAL CORP LTD,31-Dec-12,38,-9,29
565,GTI2012,.,561,TECKWAH INDUSTRIAL CORP LTD,31-Dec-10,32,-9,23
544,GTI2011,.,561,TECKWAH INDUSTRIAL CORP LTD,31-Dec-09,32,-12,20
543,GTI2010,.,561,TECKWAH INDUSTRIAL CORP LTD,31-Dec-08,34,-9,25
615,GTI2009,.,561,TECKWAH INDUSTRIAL CORP LTD,31-Dec-07,33,-12,21
450,GTI2013,.,564,SPINDEX INDUSTRIES LIMITED,30-Jun-12,27,3,30
500,GTI2012,.,564,SPINDEX INDUSTRIES LTD,30-Jun-11,25,1,26
430,GTI2011,.,564,SPINDEX INDUSTRIES LIMITED,30-Jun-10,31,-5,26
498,GTI2010,.,564,SPINDEX INDUSTRIES LIMITED,30-Jun-09,29,-2,27
357,GTI2009,.,564,SPINDEX INDUSTRIES LIMITED,30-Jun-08,36,-3,33
154,GTI2013,.,566,SEE HUP SENG LIMITED,31-Dec-12,44,0,44
268,GTI2012,.,566,SEE HUP SENG LTD,31-Dec-10,41,-6,35
149,GTI2011,.,566,SEE HUP SENG LIMITED,31-Dec-09,43,-5,38
395,GTI2010,.,566,SEE HUP SENG LIMITED,31-Dec-08,41,-10,31
607,GTI2009,.,566,SEE HUP SENG LIMITED,31-Dec-07,38,-16,22
396,GTI2013,.,567,COLEX HOLDINGS LIMITED,31-Dec-12,35,-3,32
268,GTI2012,.,567,COLEX HLDGS LTD,31-Dec-10,35,0,35
254,GTI2011,.,567,COLEX HOLDINGS LIMITED,31-Dec-09,37,-4,33
417,GTI2010,.,567,COLEX HOLDINGS LIMITED,31-Dec-08,32,-2,30
357,GTI2009,.,567,COLEX HOLDINGS LIMITED,31-Dec-07,35,-2,33
52,GTI2013,.,568,BAKER TECHNOLOGY LIMITED,31-Dec-12,66,-5,61
30,GTI2012,.,568,BAKER TECHNOLOGY LTD,31-Dec-10,66,0,66
38,GTI2011,.,568,BAKER TECHNOLOGY LIMITED,31-Dec-09,60,-6,54
64,GTI2010,.,568,BAKER TECHNOLOGY LIMITED,31-Dec-08,49,-3,46
292,GTI2009,.,568,BAKER TECHNOLOGY LIMITED,31-Dec-07,41,-6,35
480,GTI2013,.,569,VICPLAS INTERNATIONAL LTD,31-Jul-12,40,-11,29
242,GTI2012,.,569,VICPLAS INTERNATIONAL LTD,31-Jul-11,41,-5,36
281,GTI2011,.,569,VICPLAS INTERNATIONAL LTD,31-Jul-10,37,-5,32
267,GTI2010,ANN2879J1070,569,VICPLAS INTERNATIONAL LTD,31-Jul-09,37,-2,35
591,GTI2009,ANN2879J1070,569,VICPLAS INTERNATIONAL LTD,31-Jul-08,29,-6,23
430,GTI2013,ANN2879J1070,570,TRANSIT-MIXED CONCRETE LTD,29-Feb-12,34,-3,31
533,GTI2012,ANN2879J1070,570,TRANSIT-MIXED CONCRETE LTD,28-Feb-11,28,-3,25
407,GTI2011,BMG007FR1026,570,TRANSIT-MIXED CONCRETE LTD,28-Feb-10,30,-3,27
395,GTI2010,BMG007FR1026,570,TRANSIT-MIXED CONCRETE LTD,28-Feb-09,34,-3,31
615,GTI2009,BMG007FR1026,570,TRANSIT-MIXED CONCRETE LTD,29-Feb-08,29,-8,21
503,GTI2013,BMG007FR1026,571,INTERNATIONAL PRESS SOFTCOM,31-Dec-12,36,-8,28
565,GTI2012,BMG007FR1026,571,INTERNATIONAL PRESS SOFTCOM LTD,31-Dec-10,29,-6,23
544,GTI2011,BMG045121024,571,INTERNATIONAL PRESS SOFTCOM,31-Dec-09,33,-13,20
608,GTI2010,BMG045121024,571,INTERNATIONAL PRESS SOFTCOM,31-Dec-08,38,-17,21
166,GTI2009,BMG045121024,571,INTERNATIONAL PRESS SOFTCOM,31-Dec-07,44,-5,39
480,GTI2013,BMG045121024,573,CHALLENGER TECHNOLOGIES LTD,31-Dec-12,31,-2,29
550,GTI2012,BMG045121024,573,CHALLENGER TECHNOLOGIES LTD,31-Dec-10,26,-2,24
479,GTI2011,BMG053861180,573,CHALLENGER TECHNOLOGIES LTD,31-Dec-09,28,-4,24
468,GTI2010,BMG053861180,573,CHALLENGER TECHNOLOGIES LTD,31-Dec-08,30,-2,28
407,GTI2009,BMG053861180,573,CHALLENGER TECHNOLOGIES LTD,31-Dec-07,33,-2,31
